Workplace Census Block Code ,Total number of jobs,Number of jobs for workers age 29 or younger,Number of jobs for workers age 30 to 54,Number of jobs for workers age 55 or older,Number of jobs with earnings $1250/month or less,Number of jobs with earnings $1251/month to $3333/month,Number of jobs with earnings greater than $3333/month,"Number of jobs in NAICS sector 11 (Agriculture, Forestry, Fishing and Hunting)","Number of jobs in NAICS sector 21 (Mining, Quarrying, and Oil and Gas Extraction)",Number of jobs in NAICS sector 22 (Utilities),Number of jobs in NAICS sector 23 (Construction),Number of jobs in NAICS sector 31-33 (Manufacturing),Number of jobs in NAICS sector 42 (Wholesale Trade),Number of jobs in NAICS sector 44-45 (Retail Trade),Number of jobs in NAICS sector 48-49 (Transportation and Warehousing),Number of jobs in NAICS sector 51 (Information),Number of jobs in NAICS sector 52 (Finance and Insurance),Number of jobs in NAICS sector 53 (Real Estate and Rental and Leasing),"Number of jobs in NAICS sector 54 (Professional, Scientific, and Technical Services)",Number of jobs in NAICS sector 55 (Management of Companies and Enterprises),Number of jobs in NAICS sector 56 (Administrative and Support and Waste Management and Remediation Services),Number of jobs in NAICS sector 61 (Educational Services),Number of jobs in NAICS sector 62 (Health Care and Social Assistance),"Number of jobs in NAICS sector 71 (Arts, Entertainment, and Recreation)",Number of jobs in NAICS sector 72 (Accommodation and Food Services),Number of jobs in NAICS sector 81 (Other Services [except Public Administration]),Number of jobs in NAICS sector 92 (Public Administration),"Number of jobs for workers with Race: White, Alone",Number of jobs for workers with Race: Black or African American Alone,Number of jobs for workers with Race: American Indian or Alaska Native Alone,Number of jobs for workers with Race: Asian Alone,Number of jobs for workers with Race: Native Hawaiian or Other Pacific Islander Alone,Number of jobs for workers with Race: Two or More Race Groups,Number of jobs for workers with Ethnicity: Not Hispanic or Latino,Number of jobs for workers with Ethnicity: Hispanic or Latino,Number of jobs for workers with Educational Attainment: Less than high school,"Number of jobs for workers with Educational Attainment: High school or equivalent, no college",Number of jobs for workers with Educational Attainment: Some college or Associate degree,Number of jobs for workers with Educational Attainment: Bachelor's degree or advanced degree,Number of jobs for workers with Sex: Male,Number of jobs for workers with Sex: Female,Number of jobs for workers at firms with Firm Age: 0-1 Years,Number of jobs for workers at firms with Firm Age: 2-3 Years,Number of jobs for workers at firms with Firm Age: 4-5 Years,Number of jobs for workers at firms with Firm Age: 6-10 Years,Number of jobs for workers at firms with Firm Age: 11+ Years,Number of jobs for workers at firms with Firm Size: 0-19 Employees,Number of jobs for workers at firms with Firm Size: 20-49 Employees,Number of jobs for workers at firms with Firm Size: 50-249 Employees,Number of jobs for workers at firms with Firm Size: 250-499 Employees,Number of jobs for workers at firms with Firm Size: 500+ Employees,Year
245100102004005,2,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2010
245100103001002,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100103001004,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100103001007,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100103001010,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100103001013,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100103001015,21,6,9,6,12,8,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,2,0,18,2,0,0,0,1,20,1,4,5,4,2,8,13,0,0,0,0,0,0,0,0,0,0,2010
245100103001019,54,27,22,5,22,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,42,8,0,3,0,1,42,12,10,10,5,2,26,28,0,0,0,0,0,0,0,0,0,0,2010
245100103001020,3,0,2,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2010
245100103001021,27,7,16,4,1,13,13,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,27,0,3,6,5,6,7,20,0,0,0,0,0,0,0,0,0,0,2010
245100103002000,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2010
245100103002004,4,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,2010
245100103002009,10,3,7,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,0,0,0,0,1,9,1,0,3,2,2,5,5,0,0,0,0,0,0,0,0,0,0,2010
245100103002012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100103002013,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100103002016,49,17,23,9,3,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,33,7,0,5,0,4,36,13,8,10,8,6,30,19,0,0,0,0,0,0,0,0,0,0,2010
245100103002017,8,2,6,0,0,3,5,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,3,2,1,8,0,0,0,0,0,0,0,0,0,0,0,2010
245100103002018,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100103002019,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100104001000,24,2,21,1,1,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,13,11,0,0,0,0,22,2,4,4,10,4,12,12,0,0,0,0,0,0,0,0,0,0,2010
245100104001002,8,6,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,0,0,1,0,1,5,3,0,0,0,0,0,0,0,0,0,0,2010
245100104001004,7,1,5,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,1,0,0,0,0,7,0,1,2,2,1,0,7,0,0,0,0,0,0,0,0,0,0,2010
245100104001006,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100104001008,429,162,215,52,147,92,190,0,0,0,0,60,3,93,0,37,5,7,96,0,14,0,4,0,103,7,0,319,89,1,17,0,3,413,16,27,72,79,89,223,206,0,0,0,0,0,0,0,0,0,0,2010
245100104001009,209,83,112,14,58,51,100,0,0,0,0,27,1,44,0,19,1,1,57,0,3,0,4,0,48,4,0,157,42,1,9,0,0,206,3,22,37,22,45,109,100,0,0,0,0,0,0,0,0,0,0,2010
245100104001010,32,13,17,2,4,13,15,0,0,0,1,17,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,28,2,0,0,0,2,32,0,4,2,9,4,16,16,0,0,0,0,0,0,0,0,0,0,2010
245100104001013,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245100104001015,206,77,103,26,56,51,99,0,0,0,0,33,1,53,0,18,2,1,45,0,4,0,1,0,45,3,0,153,41,2,6,1,3,197,9,15,29,43,42,103,103,0,0,0,0,0,0,0,0,0,0,2010
245100104002000,6,2,1,3,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,6,0,0,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,2010
245100104002002,20,1,9,10,1,11,8,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,19,0,1,0,0,0,20,0,1,3,9,6,9,11,0,0,0,0,0,0,0,0,0,0,2010
245100104002003,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2010
245100104002004,38,5,23,10,16,15,7,0,0,0,8,0,2,19,0,0,0,0,0,0,0,0,0,0,9,0,0,37,1,0,0,0,0,37,1,4,7,11,11,24,14,0,0,0,0,0,0,0,0,0,0,2010
245100104002006,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
245100104002008,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100104002010,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100104002011,5,0,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,5,0,1,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,2010
245100104002012,47,10,31,6,2,5,40,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,41,5,0,1,0,0,44,3,1,12,14,10,29,18,0,0,0,0,0,0,0,0,0,0,2010
245100104002015,6,0,3,3,2,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,6,0,0,2,4,0,1,5,0,0,0,0,0,0,0,0,0,0,2010
245100104002016,9,2,6,1,2,4,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,2,0,0,9,0,0,3,1,3,6,3,0,0,0,0,0,0,0,0,0,0,2010
245100104002017,16,9,6,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,1,0,0,0,0,16,0,0,1,1,5,9,7,0,0,0,0,0,0,0,0,0,0,2010
245100104002018,43,8,30,5,3,8,32,0,0,0,0,1,0,0,0,0,1,0,28,0,0,0,2,7,0,4,0,38,3,0,1,0,1,42,1,1,4,15,15,36,7,0,0,0,0,0,0,0,0,0,0,2010
245100104002021,32,7,17,8,6,23,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,29,0,0,23,3,1,4,0,1,29,3,7,5,6,7,19,13,0,0,0,0,0,0,0,0,0,0,2010
245100104002022,10,4,3,3,2,3,5,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,1,0,0,2,0,7,1,0,1,0,1,10,0,1,2,2,1,6,4,0,0,0,0,0,0,0,0,0,0,2010
245100104002023,4,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,3,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2010
245100104002024,542,119,335,88,128,209,205,0,0,0,0,0,9,6,17,0,7,19,50,0,0,9,235,46,128,16,0,392,117,3,24,0,6,515,27,49,96,143,135,202,340,0,0,0,0,0,0,0,0,0,0,2010
245100105001000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100105001004,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2010
245100105001009,10,0,5,5,1,4,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,10,0,0,0,0,0,10,0,0,2,4,4,4,6,0,0,0,0,0,0,0,0,0,0,2010
245100105001011,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2010
245100105002000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100105002001,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100105002004,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2010
245100105002005,8,1,3,4,1,3,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8,0,1,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,2010
245100201001002,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2010
245100201001003,19,0,11,8,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,18,1,0,0,0,0,14,5,1,7,3,8,7,12,0,0,0,0,0,0,0,0,0,0,2010
245100201001004,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2010
245100201001005,3,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2010
245100201001006,3,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2010
245100201001007,33,12,13,8,7,16,10,0,0,0,0,0,0,0,0,0,0,24,8,0,1,0,0,0,0,0,0,21,11,0,0,0,1,32,1,1,7,8,5,20,13,0,0,0,0,0,0,0,0,0,0,2010
245100201001008,5,0,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,3,0,0,5,0,1,1,0,3,4,1,0,0,0,0,0,0,0,0,0,0,2010
245100201002001,12,3,8,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,9,3,0,0,0,0,10,2,2,3,2,2,7,5,0,0,0,0,0,0,0,0,0,0,2010
245100201002004,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100201002010,11,5,6,0,5,5,1,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,3,1,2,0,9,2,0,0,0,0,0,0,0,0,0,0,2010
245100201002011,161,34,92,35,80,69,12,0,0,0,0,2,0,2,0,0,9,0,2,0,131,0,1,0,13,1,0,87,70,1,2,0,1,155,6,24,44,41,18,123,38,0,0,0,0,0,0,0,0,0,0,2010
245100201002012,5,0,3,2,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,2010
245100202001000,151,37,97,17,21,54,76,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,140,0,0,0,0,62,86,0,1,0,2,138,13,12,32,36,34,51,100,0,0,0,0,0,0,0,0,0,0,2010
245100202001004,7,3,4,0,4,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,6,0,1,0,0,0,3,4,2,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,2010
245100202001005,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100202001006,5,1,4,0,2,1,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,5,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,2010
245100202001007,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100202002001,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2010
245100202002002,12,1,9,2,3,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,7,5,0,0,0,0,12,0,3,2,4,2,8,4,0,0,0,0,0,0,0,0,0,0,2010
245100202002003,15,2,7,6,9,5,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,6,2,0,8,0,1,6,0,0,7,8,2,6,3,2,6,9,0,0,0,0,0,0,0,0,0,0,2010
245100202002004,5,1,3,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,1,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,2010
245100202002005,7,3,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,4,0,0,7,0,2,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2010
245100202002006,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,2,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,2010
245100202002008,4,0,3,1,0,1,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,1,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,2010
245100202002009,136,59,54,23,39,78,19,0,0,0,0,0,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,110,25,0,1,0,0,135,1,16,31,18,12,67,69,0,0,0,0,0,0,0,0,0,0,2010
245100202002010,43,11,16,16,37,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,29,9,1,1,1,2,28,15,11,10,7,4,24,19,0,0,0,0,0,0,0,0,0,0,2010
245100202002011,12,4,6,2,7,4,1,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,8,4,2,1,3,2,2,10,0,0,0,0,0,0,0,0,0,0,2010
245100202002012,9,2,4,3,5,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,6,3,1,1,0,5,7,2,0,0,0,0,0,0,0,0,0,0,2010
245100203001000,20,8,9,3,10,9,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,20,0,3,3,6,0,7,13,0,0,0,0,0,0,0,0,0,0,2010
245100203001001,8,7,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,0,0,0,8,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2010
245100203001002,4,1,2,1,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2010
245100203001003,22,4,17,1,8,13,1,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,4,0,0,2,0,22,0,3,8,4,3,15,7,0,0,0,0,0,0,0,0,0,0,2010
245100203001004,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2010
245100203001005,17,2,13,2,3,2,12,0,0,0,11,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,17,0,0,0,0,0,14,3,2,2,6,5,11,6,0,0,0,0,0,0,0,0,0,0,2010
245100203001006,26,4,20,2,10,13,3,0,0,0,11,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,24,1,0,0,0,1,22,4,0,11,5,6,20,6,0,0,0,0,0,0,0,0,0,0,2010
245100203001007,181,74,71,36,126,50,5,0,0,0,0,0,1,26,0,0,3,1,0,0,111,1,0,0,11,27,0,121,46,2,9,0,3,121,60,25,28,29,25,92,89,0,0,0,0,0,0,0,0,0,0,2010
245100203001009,48,8,27,13,24,20,4,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,6,0,28,0,0,23,2,1,20,0,2,46,2,11,10,10,9,24,24,0,0,0,0,0,0,0,0,0,0,2010
245100203001010,42,16,23,3,34,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,29,0,0,7,1,0,26,9,1,4,1,1,30,12,5,6,11,4,16,26,0,0,0,0,0,0,0,0,0,0,2010
245100203001011,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010
245100203001012,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,4,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2010
245100203001013,16,3,10,3,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,0,13,2,0,1,0,0,16,0,2,3,4,4,7,9,0,0,0,0,0,0,0,0,0,0,2010
245100203001014,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2010
245100203001015,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100203001016,12,1,10,1,0,5,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,0,0,12,0,1,3,2,5,11,1,0,0,0,0,0,0,0,0,0,0,2010
245100203001017,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100203001018,7,0,4,3,1,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,4,2,1,3,4,0,0,0,0,0,0,0,0,0,0,2010
245100203002000,62,28,20,14,27,25,10,0,0,0,0,0,1,10,1,0,33,0,0,0,0,0,0,0,17,0,0,47,9,0,4,0,2,59,3,3,8,9,14,22,40,0,0,0,0,0,0,0,0,0,0,2010
245100203002001,5,1,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,2,2,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2010
245100203002002,5,1,1,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,1,0,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,2010
245100203002003,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
245100203002007,42,9,27,6,6,14,22,0,0,0,0,0,17,0,0,0,0,0,4,21,0,0,0,0,0,0,0,37,5,0,0,0,0,42,0,3,10,7,13,22,20,0,0,0,0,0,0,0,0,0,0,2010
245100203002009,43,4,34,5,1,11,31,0,0,0,13,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,34,7,0,2,0,0,43,0,1,7,14,17,22,21,0,0,0,0,0,0,0,0,0,0,2010
245100203002011,1321,332,674,315,326,654,341,0,0,0,6,632,0,0,0,1,0,0,2,0,677,0,0,0,0,3,0,871,338,14,65,4,29,1092,229,180,340,276,193,899,422,0,0,0,0,0,0,0,0,0,0,2010
245100203002012,21,6,12,3,11,6,4,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,14,0,0,15,6,0,0,0,0,14,7,4,4,2,5,10,11,0,0,0,0,0,0,0,0,0,0,2010
245100203002013,89,36,43,10,43,42,4,0,0,0,0,0,2,10,0,0,0,0,5,0,0,0,0,0,72,0,0,74,10,1,2,0,2,87,2,9,10,19,15,52,37,0,0,0,0,0,0,0,0,0,0,2010
245100203002014,8,2,4,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,0,2,0,2,2,1,7,0,0,0,0,0,0,0,0,0,0,2010
245100203002015,67,44,17,6,14,44,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,65,0,0,42,15,0,9,0,1,61,6,3,8,5,7,31,36,0,0,0,0,0,0,0,0,0,0,2010
245100203002017,15,1,7,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,15,0,0,0,0,0,15,0,2,1,3,8,13,2,0,0,0,0,0,0,0,0,0,0,2010
245100203002018,110,51,52,7,37,52,21,0,0,0,11,0,0,0,0,0,0,8,1,0,0,0,0,0,76,14,0,81,14,3,6,0,6,93,17,9,17,16,17,54,56,0,0,0,0,0,0,0,0,0,0,2010
245100203002019,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,2010
245100203002021,64,16,43,5,1,30,33,0,0,0,0,0,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,2,62,2,3,11,17,17,38,26,0,0,0,0,0,0,0,0,0,0,2010
